frequency - Sound Pressure_29 (FFT - (RMS) Phase)	Amplitude - Sound Pressure_29 (FFT - (RMS) Phase)	frequency - Acceleration (FFT - (RMS) Phase)	Amplitude - Acceleration (FFT - (RMS) Phase)
898.04801	1.7601	898.04801	1.6763
898.56001	-2.42596	898.56001	-2.3544
899.07201	0.473193	899.07201	2.14034
899.58401	2.85855	899.58401	-0.735286
900.09601	0.733572	900.09601	2.44536
900.60801	-1.84232	900.60801	0.432034
901.12001	1.568	901.12001	2.82707
901.63201	-2.44932	901.63201	1.05157
902.14401	1.24024	902.14401	1.8924
902.65601	-1.59206	902.65601	2.52457
903.16801	2.38615	903.16801	-0.26739
903.68001	-0.890063	903.68001	-2.74033
904.19201	2.40029	904.19201	2.13321
904.70401	0.0682038	904.70401	0.0853776
905.21601	-1.97608	905.21601	-0.521664
905.72801	2.09649	905.72801	-1.29515
906.24001	-1.64659	906.24001	-1.39648
906.75201	-0.100117	906.75201	-2.58611
907.26401	1.24167	907.26401	-1.69135
907.77601	-3.07033	907.77601	-2.28788
908.28801	2.12628	908.28801	2.06615
908.80001	-1.96288	908.80001	-2.23038
909.31201	0.244241	909.31201	1.58988
909.82401	1.91856	909.82401	-0.916779
910.33601	-1.20585	910.33601	1.02565
910.84801	2.53757	910.84801	0.329521
911.36001	2.20948	911.36001	-2.93386
911.87201	2.31644	911.87201	1.84571
912.38401	2.4131	912.38401	1.43319
912.89601	0.24081	912.89601	0.895444
913.40801	1.2098	913.40801	-0.5534
913.92001	-1.01462	913.92001	0.109271
914.43201	0.268338	914.43201	-1.12429
914.94401	1.40343	914.94401	-0.72504
915.45601	-1.64426	915.45601	-1.87042
915.96801	1.16776	915.96801	-0.297924
916.48001	-1.29176	916.48001	-2.71915
916.99201	2.01136	916.99201	0.291089
917.50401	-0.962498	917.50401	-2.20087
918.01601	-1.25808	918.01601	-0.0243543
918.52801	-2.42566	918.52801	-1.01533
919.04001	0.76147	919.04001	2.21596
919.55201	-1.99008	919.55201	-1.43661
920.06401	1.98298	920.06401	2.3152
920.57601	-1.62097	920.57601	-0.7706
921.08801	-1.69716	921.08801	-3.02848
921.60001	1.09643	921.60001	0.163225
922.11201	-2.25864	922.11201	-1.9739
922.62401	1.08431	922.62401	2.29932
923.13601	-2.32909	923.13601	-0.275382
923.64801	0.304539	923.64801	-3.05424
924.16001	0.045563	924.16001	-1.24196
924.67201	3.07982	924.67201	2.23555
925.18401	0.513448	925.18401	-1.02266
925.69601	0.0188211	925.69601	2.56954
926.20801	1.80987	926.20801	0.514285
926.72001	-1.57356	926.72001	-1.49768
927.23201	-2.26672	927.23201	2.69681
927.74401	2.05582	927.74401	-0.201311
928.25601	-1.33041	928.25601	-2.96912
928.76801	1.1302	928.76801	0.84736
929.28001	-1.93861	929.28001	1.90632
929.79201	2.25247	929.79201	-2.46837
930.30401	-0.953196	930.30401	-1.02809
930.81601	-1.20895	930.81601	1.85269
931.32801	2.08842	931.32801	1.88166
931.84001	-0.909253	931.84001	-2.01771
932.35201	2.91431	932.35201	0.53354
932.86401	0.853307	932.86401	-2.56449
933.37601	-2.02122	933.37601	1.80478
933.88801	-0.439377	933.88801	-0.412401
934.40001	1.53449	934.40001	-3.12015
934.91201	-3.05366	934.91201	0.312086
935.42401	0.467381	935.42401	-2.31214
935.93601	-2.13817	935.93601	1.84011
936.44801	0.680782	936.44801	0.148416
936.96001	-2.99966	936.96001	-2.70632
937.47201	3.06161	937.47201	1.24618
937.98401	0.233636	937.98401	-2.24197
938.49601	-2.75013	938.49601	0.722165
939.00801	0.169887	939.00801	-3.05695
939.52001	1.21738	939.52001	-0.521434
940.03201	-2.92765	940.03201	1.97488
940.54401	-0.386067	940.54401	1.53513
941.05601	1.47591	941.05601	-0.575063
941.56801	-2.75991	941.56801	2.41162
942.08001	-0.461807	942.08001	0.158507
942.59201	-2.79365	942.59201	2.45268
943.10401	1.6754	943.10401	-0.971045
943.61601	-1.45362	943.61601	0.940102
944.12801	-0.433726	944.12801	-0.814935
944.640011	1.47696	944.640011	2.72446
945.152011	-2.48813	945.152011	0.597742
945.664011	0.0384267	945.664011	-2.48882
946.176011	-2.15191	946.176011	-0.869549
946.688011	0.951973	946.688011	2.06193
947.200011	3.09846	947.200011	-2.23979
947.712011	-0.0796104	947.712011	0.827267
948.224011	-2.05988	948.224011	-1.08739
948.736011	2.44706	948.736011	-1.8461
949.248011	0.279195	949.248011	-0.555706
949.760011	-2.55175	949.760011	1.81653
950.272011	-2.97912	950.272011	-1.97632
950.784011	-0.0606736	950.784011	0.92654
951.296011	1.1545	951.296011	-1.58764
951.808011	-2.23301	951.808011	1.07294
952.320011	1.07481	952.320011	-1.80702
952.832011	-1.42599	952.832011	1.42733
953.344011	-2.59196	953.344011	-1.66797
953.856011	-0.328694	953.856011	1.3749
954.368011	0.297481	954.368011	-1.67985
954.880011	2.94414	954.880011	-2.03996
955.392011	-0.00309875	955.392011	1.2062
955.904011	-2.93501	955.904011	2.52825
956.416011	0.0482536	956.416011	-0.3929
956.928011	2.45423	956.928011	-3.11445
957.440011	3.04073	957.440011	-0.00205131
957.952011	-0.602766	957.952011	0.289405
958.464011	-2.50831	958.464011	-2.46328
958.976011	1.93041	958.976011	-2.74271
959.488011	0.612121	959.488011	0.710798
960.000011	-2.60461	960.000011	-1.96251
960.512011	0.0419882	960.512011	-2.52748
961.024011	2.95332	961.024011	1.01597
961.536011	-0.714322	961.536011	-2.04898
962.048011	1.38541	962.048011	0.120399
962.560011	3.10605	962.560011	2.14673
963.072011	-2.15316	963.072011	-0.440856
963.584011	0.237392	963.584011	-0.627374
964.096011	2.95107	964.096011	2.58599
964.608011	-0.721131	964.608011	-0.891081
965.120011	0.801571	965.120011	0.38601
965.632011	1.19479	965.632011	2.89194
966.144011	-3.0636	966.144011	0.0584706
966.656011	-0.833482	966.656011	-2.64866
967.168011	2.15913	967.168011	1.54203
967.680011	2.69289	967.680011	2.51088
968.192011	-0.348598	968.192011	-0.0700618
968.704011	-2.44913	968.704011	-2.29947
969.216011	1.58222	969.216011	1.46159
969.728011	-0.207503	969.728011	0.0769231
970.240011	1.12904	970.240011	1.97102
970.752011	2.1441	970.752011	-2.42859
971.264011	-1.8553	971.264011	-0.723841
971.776011	0.890144	971.776011	0.546617
972.288011	-2.53298	972.288011	-1.76149
972.800011	0.668806	972.800011	2.91118
973.312011	0.0360866	973.312011	-0.161006
973.824011	2.64196	973.824011	3.13199
974.336011	-1.87595	974.336011	2.4151
974.848011	0.361357	974.848011	-1.07514
975.360011	2.64575	975.360011	0.948803
975.872011	-2.50515	975.872011	3.12334
976.384011	-0.17026	976.384011	-0.302717
976.896011	2.34588	976.896011	-3.01134
977.408011	-0.0938111	977.408011	1.39238
977.920011	-2.06133	977.920011	-1.22769
978.432011	-2.31955	978.432011	-1.75336
978.944011	1.28374	978.944011	3.00858
979.456011	-3.12618	979.456011	1.66955
979.968011	-0.467341	979.968011	-0.97337
980.480011	-2.52187	980.480011	1.8407
980.992011	-0.134429	980.992011	-2.50284
981.504011	1.50822	981.504011	0.679109
982.016011	-2.01464	982.016011	-1.80613
982.528011	2.22495	982.528011	2.08248
983.040011	-0.082525	983.040011	-0.916689
983.552011	-1.7207	983.552011	2.2145
984.064011	1.81343	984.064011	-0.609525
984.576011	-1.18611	984.576011	-2.96394
985.088011	1.52666	985.088011	0.0412795
985.600011	-1.66011	985.600011	3.03019
986.112011	2.42117	986.112011	0.732542
986.624011	-0.135135	986.624011	-0.529418
987.136011	3.01213	987.136011	2.38474
987.648011	0.333176	987.648011	-1.60158
988.160011	-2.67001	988.160011	-0.89034
988.672011	0.312814	988.672011	1.25379
989.184011	2.91005	989.184011	-2.74853
989.696011	0.219869	989.696011	0.811517
990.208011	-1.41603	990.208011	-1.46098
990.720011	2.7957	990.720011	2.66751
991.232011	0.900208	991.232011	1.00572
991.744011	-0.00317131	991.744011	-1.12531
992.256011	2.56882	992.256011	3.02382
992.768011	0.656772	992.768011	0.532059
993.280011	1.28578	993.280011	-1.66748
993.792011	-1.92416	993.792011	0.993734
994.304011	1.21902	994.304011	-0.579834
994.816011	-1.83658	994.816011	-1.30084
995.328011	2.83272	995.328011	2.50796
995.840011	-1.50887	995.840011	-0.818975
996.352011	-2.96817	996.352011	-2.3454
996.864011	-1.38886	996.864011	-0.740621
997.376011	-2.62331	997.376011	-2.24449
997.888011	-1.58046	997.888011	-1.04624
998.400011	-2.34915	998.400011	-1.2938
998.912011	-2.36139	998.912011	-1.10212
999.424011	-2.37203	999.424011	-0.902542
999.936011	0.781502	999.936011	2.19286
1000.448011	-2.35103	1000.448011	-0.989446
1000.960011	0.862563	1000.960011	1.89031
1001.472011	0.424971	1001.472011	2.20536
1001.984011	1.31752	1001.984011	2.11142
1002.496011	0.239982	1002.496011	1.33467
1003.008011	0.306161	1003.008011	2.48748
1003.520011	-2.72455	1003.520011	2.36262
1004.032011	1.487	1004.032011	1.85496
1004.544011	-1.91577	1004.544011	1.56506
1005.056011	0.8075	1005.056011	-1.32394
1005.568011	-1.9465	1005.568011	1.86831
1006.080011	1.10688	1006.080011	-1.18498
1006.592011	-2.45509	1006.592011	2.01515
1007.104011	0.673631	1007.104011	0.227832
1007.616011	0.978256	1007.616011	-2.21502
1008.128011	-0.475871	1008.128011	-2.93144
1008.640011	-3.10815	1008.640011	0.510969
1009.152011	-0.123521	1009.152011	-2.49359
1009.664011	3.12168	1009.664011	1.41999
1010.176011	0.811373	1010.176011	0.0837869
1010.688011	-1.90602	1010.688011	-0.878061
1011.200011	0.516895	1011.200011	-3.08937
1011.712011	3.08073	1011.712011	-0.0460744
1012.224011	-0.371716	1012.224011	2.46351
1012.736011	-1.9617	1012.736011	1.99139
1013.248011	1.42436	1013.248011	-1.59449
1013.760011	-1.72515	1013.760011	-0.207643
1014.272011	1.40054	1014.272011	3.05574
1014.784011	-1.65617	1014.784011	0.703907
1015.296011	2.33432	1015.296011	0.341727
1015.808011	-0.298649	1015.808011	-1.11348
1016.320011	2.74895	1016.320011	2.72705
1016.832011	0.448631	1016.832011	1.9897
1017.344011	-2.88055	1017.344011	-0.756403
1017.856011	0.290802	1017.856011	2.56555
1018.368011	-1.39415	1018.368011	1.65212
1018.880011	1.77699	1018.880011	-1.05361
1019.392011	-1.29849	1019.392011	3.1236
1019.904011	0.93119	1019.904011	3.06423
1020.416011	-2.91053	1020.416011	0.749876
1020.928011	-0.266873	1020.928011	-1.46162
1021.440011	2.01772	1021.440011	-2.79121
1021.952011	-1.83963	1021.952011	1.55232
1022.464011	1.71045	1022.464011	-0.7394
1022.976011	-1.3371	1022.976011	2.35325
1023.488011	1.28562	1023.488011	-1.2981
1024.000011	-3.00876	1024.000011	1.42402
1024.512011	-2.08045	1024.512011	1.61346
1025.024011	0.582377	1025.024011	-1.73757
1025.536011	-3.07713	1025.536011	2.05271
1026.048011	-1.40589	1026.048011	0.732029
1026.560011	1.1486	1026.560011	-2.46763
1027.072011	-0.951319	1027.072011	0.694694
1027.584011	2.77925	1027.584011	0.433946
1028.096011	0.0447878	1028.096011	-1.45143
1028.608011	-2.37462	1028.608011	2.52465
1029.120011	0.394276	1029.120011	0.466063
1029.632011	-3.04001	1029.632011	-0.350559
1030.144011	0.319413	1030.144011	2.88212
1030.656011	-2.85812	1030.656011	2.7578
1031.168011	-0.902984	1031.168011	0.0938107
1031.680011	1.89481	1031.680011	-1.93038
1032.192011	-0.962212	1032.192011	2.26165
1032.704011	2.98424	1032.704011	0.375165
1033.216011	1.40269	1033.216011	-1.37219
1033.728011	-1.72259	1033.728011	1.67675
1034.240011	2.05668	1034.240011	-1.25802
1034.752012	-1.19501	1034.752012	2.71617
1035.264012	0.157531	1035.264012	2.56698
1035.776012	2.67538	1035.776012	-1.01316
1036.288012	-1.24179	1036.288012	1.54789
1036.800012	2.19035	1036.800012	-1.80591
1037.312012	-0.195599	1037.312012	2.01146
1037.824012	3.01836	1037.824012	-0.516038
1038.336012	-0.678372	1038.336012	-0.825871
1038.848012	0.550352	1038.848012	2.79651
1039.360012	-3.11707	1039.360012	-0.461064
1039.872012	-1.46506	1039.872012	-0.193806
1040.384012	1.45175	1040.384012	3.07972
1040.896012	-1.09207	1040.896012	1.16437
1041.408012	-2.25709	1041.408012	-0.730687
1041.920012	1.28096	1041.920012	-0.299779
1042.432012	1.34572	1042.432012	-2.63291
1042.944012	-1.6591	1042.944012	0.85358
1043.456012	2.12355	1043.456012	-1.50331
1043.968012	0.641425	1043.968012	2.18789
1044.480012	-2.23804	1044.480012	-0.0420374
1044.992012	1.60876	1044.992012	-2.14789
1045.504012	-0.851743	1045.504012	1.56581
1046.016012	2.98901	1046.016012	-1.32212
1046.528012	-0.247389	1046.528012	2.65798
1047.040012	2.91658	1047.040012	1.28943
1047.552012	-0.639861	1047.552012	-1.989
1048.064012	2.21866	1048.064012	2.13569
1048.576012	-1.30846	1048.576012	0.0107717
1049.088012	2.4978	1049.088012	2.65573
1049.600012	0.42789	1049.600012	1.9833
1050.112012	-2.10869	1050.112012	1.47733
1050.624012	-0.0921926	1050.624012	0.74813
1051.136012	1.21035	1051.136012	-1.59835
1051.648012	-2.47945	1051.648012	-2.68234
1052.160012	-2.2444	1052.160012	0.823426
1052.672012	1.05673	1052.672012	0.580081
1053.184012	-0.759328	1053.184012	-0.134679
1053.696012	-2.63055	1053.696012	0.65811
1054.208012	0.827607	1054.208012	2.33996
1054.720012	-2.6476	1054.720012	-3.06612
1055.232012	0.112619	1055.232012	0.51468
1055.744012	-2.53628	1055.744012	-1.04692
1056.256012	2.10756	1056.256012	2.00687
1056.768012	-0.0664636	1056.768012	-1.03575
1057.280012	-2.80033	1057.280012	1.5007
1057.792012	-0.492236	1057.792012	0.524337
1058.304012	1.28143	1058.304012	-2.8351
1058.816012	-1.91874	1058.816012	0.119473
1059.328012	1.82801	1059.328012	0.248318
1059.840012	0.935378	1059.840012	2.01593
1060.352012	-1.95014	1060.352012	-1.93102
1060.864012	1.03136	1060.864012	-0.383018
1061.376012	-2.34648	1061.376012	1.69644
1061.888012	-0.247884	1061.888012	-1.66685
1062.400012	3.12396	1062.400012	1.93688
1062.912012	-0.116638	1062.912012	0.0950424
1063.424012	0.679895	1063.424012	-2.19196
1063.936012	-2.32466	1063.936012	1.35291
1064.448012	0.817623	1064.448012	-0.737174
1064.960012	-2.19096	1064.960012	2.61732
1065.472012	1.65394	1065.472012	0.486339
1065.984012	-0.353495	1065.984012	-0.708081
1066.496012	2.81773	1066.496012	2.22741
1067.008012	-0.135444	1067.008012	-0.69329
1067.520012	-2.97807	1067.520012	1.99306
1068.032012	-0.00162497	1068.032012	0.110644
1068.544012	-0.385816	1068.544012	-2.30346
1069.056012	2.81161	1069.056012	1.56654
1069.568012	0.112671	1069.568012	-0.747706
1070.080012	-2.18778	1070.080012	2.51533
1070.592012	1.26375	1070.592012	0.0507202
1071.104012	-0.952865	1071.104012	-1.87978
1071.616012	2.52	1071.616012	1.00095
1072.128012	-0.708403	1072.128012	-1.6255
1072.640012	-0.94251	1072.640012	1.70989
1073.152012	2.11773	1073.152012	-0.279107
1073.664012	-1.37702	1073.664012	-2.3598
1074.176012	1.78874	1074.176012	1.91505
1074.688012	-0.496965	1074.688012	-1.13665
1075.200012	-1.93862	1075.200012	1.57717
1075.712012	0.624039	1075.712012	-1.0302
1076.224012	3.12052	1076.224012	2.56789
1076.736012	-1.49289	1076.736012	-0.69254
1077.248012	1.38932	1077.248012	3.10535
1077.760012	-2.4633	1077.760012	0.261837
1078.272012	-0.484695	1078.272012	-1.92531
1078.784012	2.61599	1078.784012	2.56451
1079.296012	0.423944	1079.296012	-0.307608
1079.808012	-2.59512	1079.808012	0.451184
1080.320012	0.096067	1080.320012	-1.26677
1080.832012	1.97925	1080.832012	-2.25776
1081.344012	0.0346914	1081.344012	1.08513
1081.856012	-2.59136	1081.856012	-1.12247
1082.368012	0.886403	1082.368012	2.48321
1082.880012	-1.50948	1082.880012	-0.939055
1083.392012	2.02486	1083.392012	0.61371
1083.904012	-0.322383	1083.904012	-1.12879
1084.416012	-1.06556	1084.416012	1.85071
1084.928012	1.58609	1084.928012	-1.0021
1085.440012	-2.7207	1085.440012	0.882332
1085.952012	1.28158	1085.952012	-1.12455
1086.464012	-1.97459	1086.464012	-1.14277
1086.976012	-2.93889	1086.976012	-2.31762
1087.488012	0.850926	1087.488012	-3.10338
1088.000012	-2.55036	1088.000012	2.52725
1088.512012	1.82239	1088.512012	1.52177
1089.024012	-1.67277	1089.024012	0.5021
1089.536012	0.762491	1089.536012	2.76825
1090.048012	-2.88719	1090.048012	0.182972
1090.560012	-1.63335	1090.560012	-1.30583
1091.072012	1.37603	1091.072012	1.91904
1091.584012	-1.99359	1091.584012	-1.19884
1092.096012	1.68061	1092.096012	2.61049
1092.608012	-0.181427	1092.608012	-2.36138
1093.120012	-3.00523	1093.120012	-1.98336
1093.632012	1.68823	1093.632012	1.5349
1094.144012	-0.785031	1094.144012	-2.65955
1094.656012	2.01549	1094.656012	1.25531
1095.168012	-0.718228	1095.168012	-1.6597
1095.680012	2.32978	1095.680012	2.57774
1096.192012	2.92043	1096.192012	0.485747
1096.704012	-0.179626	1096.704012	-2.52037
1097.216012	-2.40085	1097.216012	1.25971
1097.728012	-0.51121	1097.728012	-2.40587
1098.240012	2.45873	1098.240012	2.11892
1098.752012	0.178497	1098.752012	1.26323
1099.264012	-2.03056	1099.264012	-2.80009
1099.776012	0.95415	1099.776012	1.16817
1100.288012	-1.4824	1100.288012	-1.58944
1100.800012	-2.77114	1100.800012	2.23479
1101.312012	-0.230677	1101.312012	-0.481548
1101.824012	0.92635	1101.824012	2.39948
1102.336012	-2.61283	1102.336012	-0.478704
1102.848012	0.536744	1102.848012	3.00665
1103.360012	-0.951644	1103.360012	0.810685
1103.872012	1.44661	1103.872012	-2.60294
1104.384012	-1.47534	1104.384012	1.45245
1104.896012	-2.96671	1104.896012	-0.863267
1105.408012	0.190584	1105.408012	2.39174
1105.920012	-2.68831	1105.920012	-0.954435
1106.432012	1.44152	1106.432012	1.2295
1106.944012	-1.36561	1106.944012	-3.10257
1107.456012	0.965614	1107.456012	0.762009
1107.968012	-2.85614	1107.968012	-2.21407
1108.480012	-0.85705	1108.480012	-2.54781
1108.992012	1.9561	1108.992012	1.87407
1109.504012	-0.876589	1109.504012	-0.855912
1110.016012	-1.91365	1110.016012	2.03235
1110.528012	1.43034	1110.528012	-0.49322
1111.040012	-1.80919	1111.040012	2.77203
1111.552012	-2.90064	1111.552012	1.04664
1112.064012	1.6646	1112.064012	-0.617123
1112.576012	-0.262293	1112.576012	1.6481
1113.088012	-1.7804	1113.088012	0.740871
1113.600012	1.01316	1113.600012	3.00862
1114.112012	-2.7767	1114.112012	0.840049
1114.624012	-0.867962	1114.624012	0.46259
1115.136012	1.913	1115.136012	2.36262
1115.648012	-0.294917	1115.648012	-1.00183
1116.160012	-2.54232	1116.160012	0.729798
1116.672012	1.41229	1116.672012	1.85497
1117.184012	-0.390568	1117.184012	0.532382
1117.696012	-0.724855	1117.696012	-3.11223
1118.208012	2.32777	1118.208012	0.458034
1118.720012	-0.955457	1118.720012	-1.53022
1119.232012	1.81885	1119.232012	2.57377
1119.744012	-1.66377	1119.744012	-0.105249
1120.256012	-1.59161	1120.256012	-1.46853
1120.768012	1.72888	1120.768012	1.85665
1121.280012	1.69096	1121.280012	1.07521
1121.792012	-1.34537	1121.792012	-0.823164
1122.304012	0.310523	1122.304012	0.944793
1122.816012	2.36536	1122.816012	-2.2648
1123.328012	-1.92491	1123.328012	0.314454
1123.840012	0.917608	1123.840012	-2.52046
1124.352013	-1.66737	1124.352013	0.994871
1124.864013	1.72722	1124.864013	0.132213
1125.376013	0.209079	1125.376013	-1.2206
1125.888013	-2.18442	1125.888013	2.41765
1126.400013	2.77216	1126.400013	0.0427165
1126.912013	0.441037	1126.912013	-2.79851
1127.424013	3.07503	1127.424013	0.0414192
1127.936013	-0.656493	1127.936013	-1.13943
1128.448013	2.94006	1128.448013	2.70712
1128.960013	0.31867	1128.960013	-1.3199
1129.472013	-2.50388	1129.472013	1.44956
1129.984013	1.16693	1129.984013	-0.825651
1130.496013	-0.755144	1130.496013	2.08013
1131.008013	2.38402	1131.008013	-1.16566
1131.520013	-2.56042	1131.520013	2.0621
1132.032013	1.27211	1132.032013	-0.918648
1132.544013	-1.59418	1132.544013	2.63191
1133.056013	1.71833	1133.056013	-0.155253
1133.568013	1.57627	1133.568013	-3.0076
1134.080013	0.845671	1134.080013	-0.971236
1134.592013	-1.61928	1134.592013	-2.66052
1135.104013	0.843771	1135.104013	0.404614
1135.616013	-2.68732	1135.616013	3.11961
1136.128013	0.948001	1136.128013	-0.00275257
1136.640013	-1.4849	1136.640013	-1.73913
1137.152013	2.55504	1137.152013	-2.47642
1137.664013	-0.611024	1137.664013	1.55411
1138.176013	2.65854	1138.176013	-1.25374
1138.688013	-0.28127	1138.688013	-2.91926
1139.200013	1.2988	1139.200013	0.42911
1139.712013	-1.5156	1139.712013	-2.43911
1140.224013	1.96021	1140.224013	2.19966
1140.736013	-0.983783	1140.736013	-1.06195
1141.248013	0.217811	1141.248013	-3.06904
1141.760013	-2.65477	1141.760013	0.222124
1142.272013	0.226359	1142.272013	-2.24533
1142.784013	2.9904	1142.784013	1.60936
1143.296013	-2.68794	1143.296013	-1.33815
1143.808013	-0.659771	1143.808013	2.70767
1144.320013	2.21505	1144.320013	3.07708
1144.832013	0.532485	1144.832013	0.816744
1145.344013	-2.19979	1145.344013	-1.35709
1145.856013	1.75827	1145.856013	1.05476
1146.368013	0.18956	1146.368013	-2.40401
1146.880013	-1.27365	1146.880013	1.33925
1147.392013	1.79326	1147.392013	-0.507958
1147.904013	-0.651872	1147.904013	-2.74571
1148.416013	-2.39018	1148.416013	0.961822
1148.928013	1.63401	1148.928013	-2.22953
1149.440013	-0.686081	1149.440013	0.0494372
1149.952013	1.41904	1149.952013	2.75942
1150.464013	-1.35319	1150.464013	0.0506793
1150.976013	2.75275	1150.976013	2.22448
1151.488013	-0.0794611	1151.488013	-2.95459
1152.000013	-2.61068	1152.000013	0.323838
1152.512013	0.21237	1152.512013	-2.74109
1153.024013	2.70167	1153.024013	1.03868
1153.536013	-0.330793	1153.536013	-2.43681
1154.048013	-0.245637	1154.048013	0.775681
1154.560013	-2.37728	1154.560013	-0.129296
1155.072013	0.947473	1155.072013	-2.98685
1155.584013	2.70274	1155.584013	1.21176
1156.096013	-2.21965	1156.096013	0.442162
1156.608013	0.862672	1156.608013	-2.16194
1157.120013	-2.62014	1157.120013	1.30077
1157.632013	0.0820756	1157.632013	-1.82296
1158.144013	1.37483	1158.144013	1.18608
1158.656013	-2.38576	1158.656013	-2.68188
1159.168013	0.592463	1159.168013	0.477527
1159.680013	-1.77632	1159.680013	-2.4765
1160.192013	1.37323	1160.192013	-0.163552
1160.704013	-2.27704	1160.704013	1.45652
1161.216013	0.555322	1161.216013	-2.43013
1161.728013	2.34913	1161.728013	0.58236
1162.240013	-1.59078	1162.240013	0.770335
1162.752013	-0.386397	1162.752013	-2.6781
1163.264013	2.11711	1163.264013	1.31458
1163.776013	-2.19797	1163.776013	-1.02751
1164.288013	-0.143658	1164.288013	1.93613
1164.800013	1.93389	1164.800013	-0.67084
1165.312013	-1.55249	1165.312013	-2.51149
1165.824013	1.04813	1165.824013	0.842993
1166.336013	-2.16911	1166.336013	-2.53812
1166.848013	0.415066	1166.848013	0.114445
1167.360013	1.90673	1167.360013	2.85608
1167.872013	-1.01194	1167.872013	0.0228284
1168.384013	2.70823	1168.384013	-1.35196
1168.896013	-1.65796	1168.896013	2.20932
1169.408013	2.21692	1169.408013	0.575182
1169.920013	0.864625	1169.920013	-2.08149
1170.432013	-0.956854	1170.432013	0.980145
1170.944013	-2.8057	1170.944013	-1.59061
1171.456013	1.39722	1171.456013	2.20478
1171.968013	-1.0962	1171.968013	-0.477165
1172.480013	2.31916	1172.480013	-3.03746
1172.992013	0.798438	1172.992013	1.77433
1173.504013	-1.6087	1173.504013	-1.54918
1174.016013	1.67265	1174.016013	1.24617
1174.528013	1.19243	1174.528013	1.70891
1175.040013	-1.59706	1175.040013	-1.60615
1175.552013	1.82469	1175.552013	2.10142
1176.064013	-0.452536	1176.064013	0.100594
1176.576013	-2.57987	1176.576013	-2.85695
1177.088013	0.137386	1177.088013	1.30888
1177.600013	2.97306	1177.600013	-0.274512
1178.112013	0.593603	1178.112013	0.801042
1178.624013	-1.92426	1178.624013	-1.58706
1179.136013	2.92118	1179.136013	2.17683
1179.648013	1.55027	1179.648013	1.9977
1180.160013	0.679657	1180.160013	-0.526663
1180.672013	2.49787	1180.672013	2.39646
1181.184013	-0.742933	1181.184013	-0.421887
1181.696013	-2.93382	1181.696013	2.76185
1182.208013	2.23371	1182.208013	0.85093
1182.720013	-0.639747	1182.720013	-1.39597
1183.232013	2.43517	1183.232013	2.18615
1183.744013	-0.556467	1183.744013	-0.437286
1184.256013	2.26657	1184.256013	0.418674
1184.768013	-2.8663	1184.768013	1.84264
1185.280013	0.139328	1185.280013	-0.90391
1185.792013	1.52086	1185.792013	1.06162
1186.304013	-2.40758	1186.304013	-2.8063
1186.816013	-1.53666	1186.816013	-0.547026
1187.328013	0.476182	1187.328013	0.0280335
1187.840013	3.10223	1187.840013	2.81427
1188.352013	-0.24338	1188.352013	-0.188848
1188.864013	-2.83975	1188.864013	-2.92746
1189.376013	0.853058	1189.376013	0.715789
1189.888013	-1.29249	1189.888013	-0.0309713
1190.400013	2.6211	1190.400013	-2.90071
1190.912013	2.235	1190.912013	0.946625
1191.424013	1.74901	1191.424013	-0.563166
1191.936013	2.20685	1191.936013	1.97017
1192.448013	-0.810786	1192.448013	-2.1959
1192.960013	2.37679	1192.960013	0.726964
1193.472013	-0.726747	1193.472013	-2.60209
1193.984013	-0.474138	1193.984013	0.612533
1194.496013	-1.24777	1194.496013	-1.21397
1195.008013	-0.875309	1195.008013	-0.336342
1195.520013	-2.36282	1195.520013	-0.988884
1196.032013	0.34756	1196.032013	0.248501
1196.544013	-2.6073	1196.544013	-3.12912
1197.056013	0.387175	1197.056013	-1.37755
1197.568013	0.555192	1197.568013	0.271678
1198.080013	-1.24573	1198.080013	-2.39129
1198.592013	-0.278253	1198.592013	0.0975576
1199.104013	2.79692	1199.104013	2.75222
1199.616013	-0.312316	1199.616013	-0.640229
1200.128013	-3.0854	1200.128013	2.94368
1200.640013	-0.14619	1200.640013	-0.788796
1201.152013	-1.27648	1201.152013	1.65799
1201.664013	2.35005	1201.664013	-1.81731
1202.176013	-1.46959	1202.176013	1.95864
1202.688013	-1.35422	1202.688013	-1.52788
1203.200013	2.60822	1203.200013	-2.9476
1203.712013	-1.43705	1203.712013	0.868098
1204.224013	1.08906	1204.224013	-2.34678
1204.736013	-2.18167	1204.736013	-1.21779
1205.248013	1.18262	1205.248013	2.49164
1205.760013	-2.01752	1205.760013	-1.71324
1206.272013	1.77493	1206.272013	2.51315
1206.784013	-2.15931	1206.784013	2.24332
1207.296013	-1.3901	1207.296013	-1.70834
1207.808013	2.60187	1207.808013	2.39596
1208.320013	0.707087	1208.320013	-0.499333
1208.832013	2.94453	1208.832013	2.98524
1209.344013	-0.501273	1209.344013	-3.04083
1209.856013	2.48349	1209.856013	1.87182
1210.368013	-0.854603	1210.368013	-1.28936
1210.880013	1.76681	1210.880013	1.43365
1211.392013	-0.956357	1211.392013	2.78081
1211.904013	-2.54549	1211.904013	-2.93313
1212.416013	1.01991	1212.416013	0.475554
1212.928013	-1.76929	1212.928013	-2.83322
1213.440013	0.814635	1213.440013	1.38848
1213.952013	-2.76541	1213.952013	-2.42668
1214.464014	0.506537	1214.464014	0.999745
1214.976014	-1.93859	1214.976014	2.75898
